text,sentiment
I went on my first flight_comma_ it was a scary experience but I did it. I flew to Montreal.,content
When I was at the end of my pregnancy I had my bag ready to go to the hospital. So if my water breaks I was ready to go.,content
My brother has assured me we are going on a trip soon. I am holding him to it,content
I have a job interview coming up. I've studied the company's history_comma_ CEO and mission statement. I think I'm ready!,content
I got a retro video game system the other day and it really reminded me of my childhood.,content
I made a new friend recently who is into rock climbing. She asked me to go_comma_ and I was so nervous but she coached me through it. I ended up having fun!,content
My dad gave me a necklace years and years ago. It meant a lot to me and I now wear it every day.,content
I get sentimental about my brothers_comma_ they are very important to me,content
I found the ID braclet I wore in the hospital when I was born.,content
i knew i shouldnt have trusted my brother with my dog,content
My daughter is starting high school next week.  I can't help but think back when she was first born on a day like today.,content
I gave my best friend a spare key to my house in case I ever got locked out or needed then to go get something for me.,content
I always feel like thinking of the old days when I drive my old truck.,content
